# Total Phase Data Center(tm) v8.00
# (c) 2005-2025 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Index,m:s.ms.us,Dur,Len,Err,S/P,Addr,Record,Data,ASCII
0,"1587","0:10.726.745","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1588","0:10.727.596","321.700 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1589","0:10.728.503","278.100 us","1 B","","S","50","Write Transaction",B6,"."
0,"1590","0:10.728.781","321.800 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1591","0:10.729.515","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1592","0:10.730.464","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1593","0:10.730.742","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1594","0:10.731.593","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1595","0:10.732.500","278.100 us","1 B","","S","50","Write Transaction",B8,"."
0,"1596","0:10.732.778","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1597","0:10.733.512","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1598","0:10.734.461","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1599","0:10.734.740","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1600","0:10.735.590","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1601","0:10.736.498","278.100 us","1 B","","S","50","Write Transaction",BA,"."
0,"1602","0:10.736.776","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1603","0:10.737.512","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1604","0:10.738.462","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1605","0:10.738.740","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1606","0:10.739.591","321.700 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1607","0:10.740.498","278.100 us","1 B","","S","50","Write Transaction",BC,"."
0,"1608","0:10.740.777","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1609","0:10.741.516","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1610","0:10.742.465","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1611","0:10.742.743","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1612","0:10.743.594","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1613","0:10.744.502","278.100 us","1 B","","S","50","Write Transaction",BE,"."
0,"1614","0:10.744.780","321.800 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1615","0:10.745.517","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1616","0:10.746.469","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1617","0:10.746.747","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1618","0:10.747.598","321.700 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1619","0:10.748.506","278.200 us","1 B","","S","50","Write Transaction",E0,"."
0,"1620","0:10.748.784","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1621","0:10.749.511","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1622","0:10.750.456","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1623","0:10.750.734","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1624","0:10.751.580","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1625","0:10.752.483","278.100 us","1 B","","S","50","Write Transaction",E2,"."
0,"1626","0:10.752.761","321.800 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1627","0:10.753.516","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1628","0:10.754.466","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1629","0:10.754.744","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1630","0:10.755.595","321.700 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1631","0:10.756.503","278.100 us","1 B","","S","50","Write Transaction",E4,"."
0,"1632","0:10.756.781","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1633","0:10.757.512","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1634","0:10.758.462","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1635","0:10.758.740","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1636","0:10.759.587","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1637","0:10.760.490","278.200 us","1 B","","S","50","Write Transaction",E6,"."
0,"1638","0:10.760.768","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1639","0:10.761.517","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1640","0:10.762.462","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1641","0:10.762.740","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1642","0:10.763.591","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1643","0:10.764.498","278.100 us","1 B","","S","50","Write Transaction",E8,"."
0,"1644","0:10.764.777","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1645","0:10.765.512","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1646","0:10.766.460","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1647","0:10.766.738","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1648","0:10.767.584","321.700 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1649","0:10.768.494","278.100 us","1 B","","S","50","Write Transaction",EA,"."
0,"1650","0:10.768.772","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1651","0:10.769.517","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1652","0:10.770.462","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1653","0:10.770.740","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1654","0:10.771.592","321.700 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1655","0:10.772.495","278.200 us","1 B","","S","50","Write Transaction",EC,"."
0,"1656","0:10.772.773","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1657","0:10.773.516","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1658","0:10.774.465","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1659","0:10.774.743","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1660","0:10.775.590","321.700 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1661","0:10.776.497","278.100 us","1 B","","S","50","Write Transaction",EE,"."
0,"1662","0:10.776.775","321.800 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1663","0:10.777.519","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1664","0:10.778.465","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1665","0:10.778.743","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1666","0:10.779.594","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1667","0:10.780.497","278.200 us","1 B","","S","50","Write Transaction",F0,"."
0,"1668","0:10.780.775","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1669","0:10.781.519","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1670","0:10.782.470","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1671","0:10.782.748","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1672","0:10.783.595","321.700 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1673","0:10.784.502","278.100 us","1 B","","S","50","Write Transaction",F2,"."
0,"1674","0:10.784.780","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1675","0:10.785.514","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1676","0:10.786.457","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1677","0:10.786.735","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1678","0:10.787.586","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1679","0:10.788.489","278.100 us","1 B","","S","50","Write Transaction",F4,"."
0,"1680","0:10.788.767","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1681","0:10.789.522","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1682","0:10.790.472","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1683","0:10.790.750","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1684","0:10.791.601","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1685","0:10.792.508","278.200 us","1 B","","S","50","Write Transaction",F6,"."
0,"1686","0:10.792.787","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1687","0:10.793.519","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1688","0:10.794.462","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1689","0:10.794.741","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1690","0:10.795.592","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1691","0:10.796.494","278.100 us","1 B","","S","50","Write Transaction",F8,"."
0,"1692","0:10.796.772","321.800 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1693","0:10.797.520","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1694","0:10.798.469","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1695","0:10.798.747","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1696","0:10.799.598","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1697","0:10.800.506","278.100 us","1 B","","S","50","Write Transaction",FA,"."
0,"1698","0:10.800.784","321.800 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1699","0:10.801.517","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1700","0:10.802.460","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1701","0:10.802.739","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1702","0:10.803.585","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1703","0:10.804.488","278.200 us","1 B","","S","50","Write Transaction",FC,"."
0,"1704","0:10.804.766","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1705","0:10.805.525","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1706","0:10.806.480","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1707","0:10.806.758","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1708","0:10.807.608","321.800 us","2 B","","SP","50","Write Transaction",7F 26,".&"
0,"1709","0:10.808.516","278.200 us","1 B","","S","50","Write Transaction",FE,"."
0,"1710","0:10.808.794","321.700 us","2 B","","SP","50","Read Transaction",00 00*,".."
0,"1711","0:10.809.539","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1712","0:10.810.537","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1713","0:10.810.815","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1714","0:10.811.663","321.700 us","2 B","","SP","50","Write Transaction",7F 23,".#"
0,"1715","0:10.812.565","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"1716","0:10.812.844","13.389.200 ms","128 B","","SP","50","Read Transaction",00 1B 01 1B 02 1B 03 1B 04 1B 05 1B 06 1B 07 1B 10 1C 11 1C 12 1C 13 1C 14 1C 15 1C 16 1C 17 1C 20 1D 21 1D 22 1D 23 1D 24 1D 25 1D 26 1D 27 1D 30 1E 31 1E 32 1E 33 1E 34 1E 35 1E 36 1E 37 1E 40 1F 41 1F 42 1F 43 1F 44 1F 45 1F 46 1F 47 1F 50 20 51 20 52 20 53 20 54 20 55 20 56 20 57 20 60 21 61 21 62 21 63 21 64 21 65 21 66 21 67 21 70 22 71 22 72 22 73 22 74 22 75 22 76 22 77 22*,"........................"
0,"1717","0:10.841.713","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1718","0:10.846.644","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1719","0:10.846.922","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1720","0:10.847.776","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"1721","0:10.848.683","278.200 us","1 B","","S","50","Write Transaction",8E,"."
0,"1722","0:10.848.962","218.000 us","1 B","","SP","50","Read Transaction",64*,"d"
0,"1723","0:10.849.534","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1724","0:10.850.528","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1725","0:10.850.806","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1726","0:10.851.660","321.800 us","2 B","","SP","50","Write Transaction",7F 2F,"./"
0,"1727","0:10.852.573","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"1728","0:10.852.851","218.000 us","1 B","","SP","50","Read Transaction",07*,"."
0,"1729","0:10.853.533","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1730","0:10.854.538","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1731","0:10.854.816","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1732","0:10.855.662","321.800 us","2 B","","SP","50","Write Transaction",7F 2C,".,"
0,"1733","0:10.856.571","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"1734","0:10.856.849","13.389.100 ms","128 B","","SP","50","Read Transaction",55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 00 00 00 00 AA AA AA AA AA AA AA AA 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 00 00 00 00 AA AA AA AA AA AA AA AA 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55*,"UUUUUUUUUUUUUUUUUUUUUUUU"
0,"1735","0:10.885.701","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1736","0:10.886.667","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1737","0:10.886.945","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1738","0:10.887.792","321.700 us","2 B","","SP","50","Write Transaction",7F 20,". "
0,"1739","0:10.888.699","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"1740","0:10.888.977","13.389.100 ms","128 B","","SP","50","Read Transaction",00 09 01 09 02 09 03 09 04 09 05 09 06 09 07 09 10 0B 11 0B 12 0B 13 0B 14 0B 15 0B 16 0B 17 0B 20 0D 21 0D 22 0D 23 0D 24 0D 25 0D 26 0D 27 0D 30 0F 31 0F 32 0F 33 0F 34 0F 35 0F 36 0F 37 0F 40 0A 41 0A 42 0A 43 0A 44 0A 45 0A 46 0A 47 0A 50 0C 51 0C 52 0C 53 0C 54 0C 55 0C 56 0C 57 0C 60 0E 61 0E 62 0E 63 0E 64 0E 65 0E 66 0E 67 0E 70 10 71 10 72 10 73 10 74 10 75 10 76 10 77 10*,"........................"
0,"1741","0:10.917.706","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1742","0:10.918.575","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1743","0:10.918.854","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1744","0:10.919.701","321.700 us","2 B","","SP","50","Write Transaction",7F 21,".!"
0,"1745","0:10.920.608","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"1746","0:10.920.886","13.389.200 ms","128 B","","SP","50","Read Transaction",00 11 01 11 02 11 03 11 04 11 05 11 06 11 07 11 10 13 11 13 12 13 13 13 14 13 15 13 16 13 17 13 20 15 21 15 22 15 23 15 24 15 25 15 26 15 27 15 30 17 31 17 32 17 33 17 34 17 35 17 36 17 37 17 40 19 41 19 42 19 43 19 44 19 45 19 46 19 47 19 50 04 51 04 52 04 53 04 00 00 00 00 00 00 00 00 60 05 61 05 62 05 63 05 64 05 65 05 66 05 67 05 70 07 71 07 72 07 73 07 74 07 75 07 76 07 77 07*,"........................"
0,"1747","0:10.949.708","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1748","0:10.950.777","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1749","0:10.951.055","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1750","0:10.951.903","321.800 us","2 B","","SP","50","Write Transaction",7F 22,"."""
0,"1751","0:10.952.805","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"1752","0:10.953.083","13.389.100 ms","128 B","","SP","50","Read Transaction",00 12 01 12 02 12 03 12 04 12 05 12 06 12 07 12 10 14 11 14 12 14 13 14 14 14 15 14 16 14 17 14 20 16 21 16 22 16 23 16 24 16 25 16 26 16 27 16 30 18 31 18 32 18 33 18 34 18 35 18 36 18 37 18 40 1A 41 1A 42 1A 43 1A 44 1A 45 1A 46 1A 47 1A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 60 06 61 06 62 06 63 06 64 06 65 06 66 06 67 06 70 08 71 08 72 08 73 08 74 08 75 08 76 08 77 08*,"........................"
0,"1753","0:10.981.713","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1754","0:10.982.785","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1755","0:10.983.063","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1756","0:10.983.910","321.800 us","2 B","","SP","50","Write Transaction",7F 23,".#"
0,"1757","0:10.984.817","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"1758","0:10.985.095","13.389.100 ms","128 B","","SP","50","Read Transaction",00 1B 01 1B 02 1B 03 1B 04 1B 05 1B 06 1B 07 1B 10 1C 11 1C 12 1C 13 1C 14 1C 15 1C 16 1C 17 1C 20 1D 21 1D 22 1D 23 1D 24 1D 25 1D 26 1D 27 1D 30 1E 31 1E 32 1E 33 1E 34 1E 35 1E 36 1E 37 1E 40 1F 41 1F 42 1F 43 1F 44 1F 45 1F 46 1F 47 1F 50 20 51 20 52 20 53 20 54 20 55 20 56 20 57 20 60 21 61 21 62 21 63 21 64 21 65 21 66 21 67 21 70 22 71 22 72 22 73 22 74 22 75 22 76 22 77 22*,"........................"
0,"1759","0:11.013.719","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1760","0:11.023.164","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1761","0:11.023.442","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1762","0:11.024.296","321.700 us","2 B","","SP","50","Write Transaction",7F 2F,"./"
0,"1763","0:11.025.199","321.700 us","2 B","","SP","50","Write Transaction",90 00,".."
0,"1764","0:11.026.102","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1765","0:11.037.128","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1766","0:11.037.406","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1767","0:11.038.257","321.800 us","2 B","","SP","50","Write Transaction",7F 2F,"./"
0,"1768","0:11.039.160","278.200 us","1 B","","S","50","Write Transaction",91,"."
0,"1769","0:11.039.438","218.000 us","1 B","","SP","50","Read Transaction",40*,"@"
0,"1770","0:11.040.288","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1771","0:12.044.183","278.200 us","1 B","","S","50","Write Transaction",09,"."
0,"1772","0:12.044.461","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"1773","0:12.045.371","278.100 us","1 B","","S","50","Write Transaction",0A,"."
0,"1774","0:12.045.649","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"1775","0:12.046.548","278.100 us","1 B","","S","50","Write Transaction",0B,"."
0,"1776","0:12.046.826","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"1777","0:12.047.742","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1778","0:12.048.020","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1779","0:12.048.872","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"1780","0:12.049.677","278.200 us","1 B","","S","50","Write Transaction",91,"."
0,"1781","0:12.049.956","218.000 us","1 B","","SP","50","Read Transaction",60*,"`"
0,"1782","0:12.050.806","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1783","0:12.051.794","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1784","0:12.052.072","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1785","0:12.052.918","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"1786","0:12.053.675","278.200 us","1 B","","S","50","Write Transaction",8B,"."
0,"1787","0:12.053.953","529.100 us","4 B","","SP","50","Read Transaction",00 00 00 00*,"...."
0,"1788","0:12.055.467","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1789","0:12.056.568","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1790","0:12.056.847","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1791","0:12.057.679","321.800 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"1792","0:12.058.582","278.200 us","1 B","","S","50","Write Transaction",95,"."
0,"1793","0:12.058.861","529.100 us","4 B","","SP","50","Read Transaction",00 00 00 00*,"...."
0,"1794","0:12.060.375","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1795","0:12.061.460","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1796","0:12.061.738","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1797","0:12.062.589","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"1798","0:12.063.497","278.100 us","1 B","","S","50","Write Transaction",8F,"."
0,"1799","0:12.063.775","529.200 us","4 B","","SP","50","Read Transaction",00 9A 00 9A*,"...."
0,"1800","0:12.065.289","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1801","0:12.067.663","278.100 us","1 B","","S","50","Write Transaction",08,"."
0,"1802","0:12.067.941","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"1803","0:12.068.853","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1804","0:12.069.131","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1805","0:12.069.684","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"1806","0:12.070.587","278.100 us","1 B","","S","50","Write Transaction",9D,"."
0,"1807","0:12.070.865","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"1808","0:12.071.711","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1809","0:12.072.674","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1810","0:12.072.953","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1811","0:12.073.681","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"1812","0:12.074.588","278.100 us","1 B","","S","50","Write Transaction",9E,"."
0,"1813","0:12.074.866","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"1814","0:12.075.716","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1815","0:12.076.675","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1816","0:12.076.953","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1817","0:12.077.677","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"1818","0:12.078.584","278.200 us","1 B","","S","50","Write Transaction",93,"."
0,"1819","0:12.078.863","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"1820","0:12.079.708","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1821","0:12.080.685","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1822","0:12.080.963","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1823","0:12.081.681","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"1824","0:12.082.584","278.200 us","1 B","","S","50","Write Transaction",9D,"."
0,"1825","0:12.082.862","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"1826","0:12.083.707","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1827","0:12.084.662","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1828","0:12.084.941","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1829","0:12.085.679","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"1830","0:12.086.581","278.100 us","1 B","","S","50","Write Transaction",88,"."
0,"1831","0:12.086.859","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"1832","0:12.087.705","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1833","0:12.088.675","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1834","0:12.088.953","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1835","0:12.089.680","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"1836","0:12.090.583","278.100 us","1 B","","S","50","Write Transaction",9D,"."
0,"1837","0:12.090.861","218.100 us","1 B","","SP","50","Read Transaction",06*,"."
0,"1838","0:12.091.706","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1839","0:12.092.659","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1840","0:12.092.937","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1841","0:12.093.679","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"1842","0:12.094.581","278.100 us","1 B","","S","50","Write Transaction",89,"."
0,"1843","0:12.094.859","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"1844","0:12.095.705","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1845","0:12.096.669","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1846","0:12.096.947","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1847","0:12.097.679","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"1848","0:12.098.582","278.100 us","1 B","","S","50","Write Transaction",9D,"."
0,"1849","0:12.098.860","218.100 us","1 B","","SP","50","Read Transaction",06*,"."
0,"1850","0:12.099.706","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1851","0:12.100.659","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1852","0:12.100.937","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1853","0:12.101.683","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"1854","0:12.102.585","278.100 us","1 B","","S","50","Write Transaction",9E,"."
0,"1855","0:12.102.864","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"1856","0:12.103.709","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1857","0:12.104.661","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1858","0:12.104.939","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1859","0:12.105.681","321.800 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"1860","0:12.106.584","278.100 us","1 B","","S","50","Write Transaction",94,"."
0,"1861","0:12.106.862","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"1862","0:12.107.707","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1863","0:12.109.269","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1864","0:12.109.548","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1865","0:12.110.394","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"1866","0:12.111.297","278.200 us","1 B","","S","50","Write Transaction",8E,"."
