# Total Phase Data Center(tm) v8.00
# (c) 2005-2025 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Index,m:s.ms.us,Dur,Len,Err,S/P,Addr,Record,Data,ASCII
0,"912","0:10.220.712","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"913","0:10.221.451","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"914","0:10.222.404","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"915","0:10.222.682","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"916","0:10.223.529","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"917","0:10.224.432","278.200 us","1 B","","S","50","Write Transaction",C2,"."
0,"918","0:10.224.710","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"919","0:10.225.447","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"920","0:10.226.393","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"921","0:10.226.671","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"922","0:10.227.522","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"923","0:10.228.430","278.100 us","1 B","","S","50","Write Transaction",C4,"."
0,"924","0:10.228.708","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"925","0:10.229.443","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"926","0:10.230.395","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"927","0:10.230.673","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"928","0:10.231.520","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"929","0:10.232.423","278.200 us","1 B","","S","50","Write Transaction",C6,"."
0,"930","0:10.232.701","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"931","0:10.233.446","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"932","0:10.234.392","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"933","0:10.234.670","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"934","0:10.235.516","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"935","0:10.236.419","278.100 us","1 B","","S","50","Write Transaction",C8,"."
0,"936","0:10.236.697","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"937","0:10.237.463","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"938","0:10.238.415","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"939","0:10.238.693","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"940","0:10.239.543","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"941","0:10.240.449","278.200 us","1 B","","S","50","Write Transaction",CA,"."
0,"942","0:10.240.727","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"943","0:10.241.459","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"944","0:10.242.426","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"945","0:10.242.704","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"946","0:10.243.553","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"947","0:10.244.459","278.200 us","1 B","","S","50","Write Transaction",CC,"."
0,"948","0:10.244.737","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"949","0:10.245.457","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"950","0:10.246.427","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"951","0:10.246.705","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"952","0:10.247.551","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"953","0:10.248.454","278.200 us","1 B","","S","50","Write Transaction",CE,"."
0,"954","0:10.248.732","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"955","0:10.249.449","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"956","0:10.250.395","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"957","0:10.250.674","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"958","0:10.251.524","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"959","0:10.252.432","278.200 us","1 B","","S","50","Write Transaction",D0,"."
0,"960","0:10.252.710","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"961","0:10.253.455","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"962","0:10.254.408","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"963","0:10.254.686","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"964","0:10.255.537","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"965","0:10.256.444","278.100 us","1 B","","S","50","Write Transaction",D2,"."
0,"966","0:10.256.722","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"967","0:10.257.453","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"968","0:10.258.400","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"969","0:10.258.678","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"970","0:10.259.525","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"971","0:10.260.428","278.100 us","1 B","","S","50","Write Transaction",D4,"."
0,"972","0:10.260.706","321.800 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"973","0:10.261.451","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"974","0:10.262.400","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"975","0:10.262.678","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"976","0:10.263.524","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"977","0:10.264.427","278.200 us","1 B","","S","50","Write Transaction",D6,"."
0,"978","0:10.264.705","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"979","0:10.265.451","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"980","0:10.266.400","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"981","0:10.266.678","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"982","0:10.267.530","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"983","0:10.268.437","278.200 us","1 B","","S","50","Write Transaction",D8,"."
0,"984","0:10.268.715","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"985","0:10.269.457","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"986","0:10.270.408","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"987","0:10.270.687","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"988","0:10.271.533","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"989","0:10.272.436","278.100 us","1 B","","S","50","Write Transaction",DA,"."
0,"990","0:10.272.714","321.800 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"991","0:10.273.452","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"992","0:10.274.400","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"993","0:10.274.678","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"994","0:10.275.524","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"995","0:10.276.427","278.200 us","1 B","","S","50","Write Transaction",DC,"."
0,"996","0:10.276.706","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"997","0:10.277.457","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"998","0:10.278.408","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"999","0:10.278.686","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1000","0:10.279.538","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1001","0:10.280.445","278.200 us","1 B","","S","50","Write Transaction",DE,"."
0,"1002","0:10.280.723","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1003","0:10.281.454","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1004","0:10.282.400","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1005","0:10.282.678","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1006","0:10.283.525","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1007","0:10.284.427","278.200 us","1 B","","S","50","Write Transaction",E0,"."
0,"1008","0:10.284.705","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1009","0:10.285.460","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1010","0:10.286.408","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1011","0:10.286.686","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1012","0:10.287.532","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1013","0:10.288.435","278.100 us","1 B","","S","50","Write Transaction",E2,"."
0,"1014","0:10.288.713","321.800 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1015","0:10.289.454","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1016","0:10.290.400","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1017","0:10.290.678","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1018","0:10.291.529","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1019","0:10.292.436","278.100 us","1 B","","S","50","Write Transaction",E4,"."
0,"1020","0:10.292.714","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1021","0:10.293.460","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1022","0:10.294.412","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1023","0:10.294.690","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1024","0:10.295.541","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1025","0:10.296.449","278.100 us","1 B","","S","50","Write Transaction",E6,"."
0,"1026","0:10.296.727","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1027","0:10.297.454","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1028","0:10.298.400","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1029","0:10.298.678","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1030","0:10.299.525","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1031","0:10.300.428","278.100 us","1 B","","S","50","Write Transaction",E8,"."
0,"1032","0:10.300.706","321.800 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1033","0:10.301.454","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1034","0:10.302.400","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1035","0:10.302.678","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1036","0:10.303.529","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1037","0:10.304.438","278.100 us","1 B","","S","50","Write Transaction",EA,"."
0,"1038","0:10.304.716","321.800 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1039","0:10.305.461","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1040","0:10.306.426","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1041","0:10.306.704","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1042","0:10.307.551","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1043","0:10.308.454","278.100 us","1 B","","S","50","Write Transaction",EC,"."
0,"1044","0:10.308.732","321.800 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1045","0:10.309.458","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1046","0:10.310.406","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1047","0:10.310.684","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1048","0:10.311.530","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1049","0:10.312.433","278.100 us","1 B","","S","50","Write Transaction",EE,"."
0,"1050","0:10.312.711","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1051","0:10.313.456","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1052","0:10.314.404","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1053","0:10.314.682","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1054","0:10.315.533","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1055","0:10.316.441","278.100 us","1 B","","S","50","Write Transaction",F0,"."
0,"1056","0:10.316.719","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1057","0:10.317.462","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1058","0:10.318.415","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1059","0:10.318.693","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1060","0:10.319.539","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1061","0:10.320.442","278.100 us","1 B","","S","50","Write Transaction",F2,"."
0,"1062","0:10.320.720","321.800 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1063","0:10.321.460","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1064","0:10.322.408","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1065","0:10.322.686","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1066","0:10.323.533","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1067","0:10.324.435","278.200 us","1 B","","S","50","Write Transaction",F4,"."
0,"1068","0:10.324.714","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1069","0:10.325.464","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1070","0:10.326.410","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1071","0:10.326.688","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1072","0:10.327.540","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1073","0:10.328.447","278.200 us","1 B","","S","50","Write Transaction",F6,"."
0,"1074","0:10.328.725","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1075","0:10.329.461","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1076","0:10.330.411","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1077","0:10.330.689","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1078","0:10.331.535","321.700 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1079","0:10.332.438","278.100 us","1 B","","S","50","Write Transaction",F8,"."
0,"1080","0:10.332.716","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1081","0:10.333.461","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1082","0:10.334.413","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1083","0:10.334.691","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1084","0:10.335.538","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1085","0:10.336.441","278.100 us","1 B","","S","50","Write Transaction",FA,"."
0,"1086","0:10.336.719","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1087","0:10.337.467","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1088","0:10.338.421","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1089","0:10.338.699","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1090","0:10.339.550","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1091","0:10.340.458","278.100 us","1 B","","S","50","Write Transaction",FC,"."
0,"1092","0:10.340.736","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1093","0:10.341.459","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1094","0:10.342.406","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1095","0:10.342.684","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1096","0:10.343.530","321.800 us","2 B","","SP","50","Write Transaction",7F 24,".$"
0,"1097","0:10.344.433","278.100 us","1 B","","S","50","Write Transaction",FE,"."
0,"1098","0:10.344.712","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1099","0:10.345.461","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1100","0:10.346.415","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1101","0:10.346.694","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1102","0:10.347.544","321.800 us","2 B","","SP","50","Write Transaction",7F 21,".!"
0,"1103","0:10.348.451","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"1104","0:10.348.729","13.389.100 ms","128 B","","SP","50","Read Transaction",00 11 01 11 02 11 03 11 04 11 05 11 06 11 07 11 10 13 11 13 12 13 13 13 14 13 15 13 16 13 17 13 20 15 21 15 22 15 23 15 24 15 25 15 26 15 27 15 30 17 31 17 32 17 33 17 34 17 35 17 36 17 37 17 40 19 41 19 42 19 43 19 44 19 45 19 46 19 47 19 50 04 51 04 52 04 53 04 00 00 00 00 00 00 00 00 60 05 61 05 62 05 63 05 64 05 65 05 66 05 67 05 70 07 71 07 72 07 73 07 74 07 75 07 76 07 77 07*,"........................"
0,"1105","0:10.377.646","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1106","0:10.378.633","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"1107","0:10.378.911","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1108","0:10.379.762","321.700 us","2 B","","SP","50","Write Transaction",7F 25,".%"
0,"1109","0:10.380.668","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"1110","0:10.380.946","321.700 us","2 B","","SP","50","Read Transaction",AB E8*,".."
0,"1111","0:10.381.476","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"1112","0:10.382.447","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"1113","0:10.382.725","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"1114","0:10.383.575","321.800 us","2 B","","SP","50","Write Transaction",7F 25,".%"
